Item Type,Sequence,Human Code,Full Statement,Ed. Level,Last Modified
Level of Learning,1.2.2.1.1.1,,Level A,KG-02,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.2.1.1.1.1,,"I can use my face, body, voice, and movement to show ideas and feelings.",KG-02,2023-11-19T00:00:00+00:00
Level of Learning,1.2.2.1.1.2,,Level B,KG-02,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.2.1.1.2.1,,I can improve my communication with others by practicing physical and vocal skills.,KG-02,2023-11-19T00:00:00+00:00
Grade Level,1.2.2.1.2,,3-5: Emerging,03-05,2023-11-19T00:00:00+00:00
Level of Learning,1.2.2.1.2.1,,Level C,03-05,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.2.1.2.1.1,,I can use a variety of physical and vocal qualities to show emotions and other character traits of a specific and/or familiar character.,03-05,2023-11-19T00:00:00+00:00
Level of Learning,1.2.2.1.2.2,,Level D,03-05,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.2.1.2.2.1,,I can use appropriate physical and vocal qualities to develop a character in a scripted or improvised drama/ theatre work.,03-05,2023-11-19T00:00:00+00:00
Grade Level,1.2.2.1.3,,6-8: Intermediate,06-08,2023-11-19T00:00:00+00:00
Level of Learning,1.2.2.1.3.1,,Level E,06-08,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.2.1.3.1.1,,"I can identify effective physical, vocal, and emotional traits of characters in the preparation of a scripted or improvised drama/ theatre work.",06-08,2023-11-19T00:00:00+00:00
Level of Learning,1.2.2.1.3.2,,Level F,06-08,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.2.1.3.2.1,,I can refine effective character traits through the preparation of a scripted or improvised drama/theatre work.,06-08,2023-11-19T00:00:00+00:00
Supporting Standard,1.2.2.2,PR.5.2,Rehearse: Students will apply theatre exercises to technical acting skills.,KG-08,2023-11-19T00:00:00+00:00
Grade Level,1.2.2.2.1,,K-2: Beginner,KG-02,2023-11-19T00:00:00+00:00
Level of Learning,1.2.2.2.1.1,,Level A,KG-02,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.2.2.1.1.1,,"I can use imagination, voices, sounds, and movement when acting out stories.",KG-02,2023-11-19T00:00:00+00:00
Level of Learning,1.2.2.2.1.2,,Level B,KG-02,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.2.2.1.2.1,,I can connect my voice and body movements to the way my character is feeling in a play.,KG-02,2023-11-19T00:00:00+00:00
Grade Level,1.2.2.2.2,,3-5: Emerging,03-05,2023-11-19T00:00:00+00:00
Level of Learning,1.2.2.2.2.1,,Level C,03-05,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.2.2.2.1.1,,I can concentrate and cooperate with others while participating in group theatre games or exercises.,03-05,2023-11-19T00:00:00+00:00
Level of Learning,1.2.2.2.2.2,,Level D,03-05,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.2.2.2.2.1,,I can choose theatre games and exercises to develop and refine my acting technique.,03-05,2023-11-19T00:00:00+00:00
Grade Level,1.2.2.2.3,,6-8: Intermediate,06-08,2023-11-19T00:00:00+00:00
Level of Learning,1.2.2.2.3.1,,Level E,06-08,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.2.2.3.1.1,,I can practice a variety of acting techniques that will help me develop a character.,06-08,2023-11-19T00:00:00+00:00
Level of Learning,1.2.2.2.3.2,,Level F,06-08,2023-11-19T00:00:00+00:00
Student Learning Objective,1.2.2.2.3.2.1,,I can apply a variety of acting techniques that will help me portray a specific character in a drama/theatre work.,06-08,2023-11-19T00:00:00+00:00
